frame,timestamp_sec,track_id,x_center,y_center,x1,y1,x2,y2
83,2.769,2,1074.5,673.7,945.3,489.8,1203.8,857.6
84,2.803,1,1532.7,441.3,1425.4,261.0,1640.0,621.6
84,2.803,2,1075.3,672.8,946.1,488.0,1204.5,857.6
85,2.836,1,1530.6,440.4,1423.5,259.2,1637.7,621.7
85,2.836,2,1075.4,672.5,946.6,487.4,1204.3,857.7
86,2.87,1,1530.5,439.7,1423.7,257.9,1637.4,621.4
86,2.87,2,1078.2,672.6,949.5,486.7,1207.0,858.5
87,2.903,1,1531.5,440.4,1426.4,261.5,1636.7,619.4
87,2.903,2,1083.0,671.3,954.7,485.1,1211.4,857.4
88,2.936,1,1525.5,441.1,1421.6,262.6,1629.5,619.7
88,2.936,2,1093.2,670.6,964.6,483.8,1221.8,857.3
89,2.97,1,1525.6,440.4,1422.2,262.1,1628.9,618.7
89,2.97,2,1101.6,671.1,972.3,483.7,1230.8,858.4
90,3.003,1,1525.6,439.1,1422.4,260.1,1628.8,618.1
90,3.003,2,1105.7,672.2,975.3,483.6,1236.0,860.8
91,3.036,1,1523.5,439.1,1420.8,259.6,1626.3,618.6
91,3.036,2,1107.0,672.6,976.2,483.6,1237.9,861.7
92,3.07,1,1522.0,438.8,1419.5,258.9,1624.4,618.6
92,3.07,2,1110.4,674.0,978.4,483.6,1242.3,864.4
93,3.103,1,1520.8,438.6,1418.8,258.5,1622.8,618.6
93,3.103,2,1112.4,675.3,979.8,484.1,1245.0,866.5
94,3.136,1,1520.2,438.6,1418.4,257.9,1622.0,619.4
94,3.136,2,1114.7,677.4,981.6,486.0,1247.9,868.8
95,3.17,1,1515.1,438.3,1412.7,257.1,1617.5,619.5
95,3.17,2,1118.3,676.8,984.8,485.0,1251.8,868.6
96,3.203,1,1514.1,437.9,1410.8,256.0,1617.3,619.8
96,3.203,2,1120.1,676.9,986.5,484.7,1253.8,869.1
97,3.237,1,1513.7,437.8,1410.0,255.7,1617.5,619.9
97,3.237,2,1120.7,676.9,987.0,484.6,1254.4,869.3
98,3.27,1,1511.7,437.3,1407.8,255.8,1615.7,618.8
98,3.27,2,1122.8,679.8,991.0,490.4,1254.6,869.2
99,3.303,1,1510.1,437.6,1405.0,256.4,1615.2,618.8
99,3.303,2,1119.8,685.8,987.7,494.4,1251.9,877.2
100,3.337,1,1502.7,438.3,1396.8,258.2,1608.7,618.3
100,3.337,2,1124.9,689.2,993.3,498.2,1256.5,880.2
101,3.37,1,1501.4,438.3,1394.3,258.0,1608.6,618.6
101,3.37,2,1128.4,693.0,996.0,500.7,1260.7,885.3
102,3.403,1,1499.7,437.1,1390.8,256.4,1608.6,617.8
102,3.403,2,1131.2,696.6,998.3,503.4,1264.2,889.8
103,3.437,1,1499.1,436.7,1388.7,255.8,1609.5,617.5
103,3.437,2,1132.2,697.9,999.0,504.4,1265.3,891.4
104,3.47,1,1496.9,436.6,1383.9,254.8,1609.8,618.4
104,3.47,2,1136.4,711.8,995.7,505.9,1277.1,917.6
105,3.504,1,1496.1,435.7,1381.3,253.8,1610.8,617.5
105,3.504,2,1135.9,723.9,989.7,507.4,1282.1,940.4
106,3.537,1,1493.7,435.7,1377.2,254.2,1610.2,617.3
106,3.537,2,1136.7,733.0,986.6,507.6,1286.8,958.3
107,3.57,1,1492.8,435.9,1374.4,254.6,1611.3,617.2
107,3.57,2,1138.3,738.5,987.7,509.6,1288.8,967.4
108,3.604,1,1489.7,436.2,1369.5,255.2,1609.9,617.2
108,3.604,2,1140.2,740.4,991.3,511.7,1289.1,969.1
109,3.637,1,1488.6,436.3,1366.7,255.4,1610.4,617.2
109,3.637,2,1140.9,740.9,993.5,512.4,1288.3,969.5
110,3.67,1,1488.1,436.4,1364.8,255.4,1611.4,617.3
110,3.67,2,1142.4,740.1,997.2,513.3,1287.7,966.9
111,3.704,1,1486.1,436.5,1361.3,254.6,1610.9,618.4
111,3.704,2,1143.9,746.3,997.6,515.4,1290.1,977.1
112,3.737,1,1485.7,436.8,1360.5,255.8,1610.9,617.8
112,3.737,2,1146.0,751.3,998.8,516.4,1293.1,986.2
113,3.77,1,1486.2,437.1,1360.1,256.0,1612.3,618.3
113,3.77,2,1148.2,751.2,1002.3,516.3,1294.0,986.0
114,3.804,1,1486.6,437.5,1360.0,256.7,1613.2,618.3
114,3.804,2,1150.1,766.5,997.8,517.5,1302.5,1015.5
115,3.837,1,1486.8,437.6,1359.6,256.9,1613.9,618.3
115,3.837,2,1150.8,772.2,997.5,518.0,1304.2,1026.5
116,3.871,1,1485.7,438.4,1358.8,259.1,1612.6,617.7
116,3.871,2,1152.6,783.1,996.5,519.7,1308.8,1046.5
117,3.904,1,1485.4,439.4,1358.9,261.2,1611.9,617.5
117,3.904,2,1154.6,787.3,998.0,518.9,1311.2,1055.6
118,3.937,1,1485.4,439.8,1358.7,262.0,1612.2,617.5
118,3.937,2,1157.7,792.6,1000.4,519.2,1315.0,1066.1
119,3.971,1,1488.8,439.6,1361.8,261.8,1615.8,617.3
119,3.971,2,1162.0,795.2,1005.4,519.7,1318.7,1070.8
120,4.004,1,1489.1,439.6,1361.8,261.9,1616.4,617.2
120,4.004,2,1166.5,797.6,1011.8,522.5,1321.3,1072.7
121,4.037,1,1489.2,439.2,1361.4,261.3,1617.0,617.2
121,4.037,2,1168.3,798.3,1015.3,523.6,1321.2,1073.0
122,4.071,1,1489.0,439.5,1361.0,261.7,1616.9,617.3
122,4.071,2,1170.8,798.6,1019.7,524.7,1321.9,1072.5
123,4.104,1,1488.4,440.2,1360.8,263.1,1616.0,617.2
123,4.104,2,1175.4,800.0,1025.6,526.1,1325.3,1074.0
124,4.137,1,1487.8,439.5,1359.5,261.9,1616.0,617.2
124,4.137,2,1180.1,800.6,1031.4,526.9,1328.8,1074.3
125,4.171,1,1485.7,439.6,1357.3,261.7,1614.1,617.4
125,4.171,2,1185.0,801.0,1037.6,528.0,1332.5,1074.1
126,4.204,1,1484.4,439.8,1356.3,262.0,1612.5,617.6
126,4.204,2,1191.4,802.0,1045.3,529.8,1337.5,1074.2
127,4.238,1,1483.9,439.9,1356.1,262.1,1611.7,617.7
127,4.238,2,1193.7,802.2,1048.6,530.4,1338.8,1074.0
128,4.271,1,1483.2,440.5,1355.7,263.2,1610.6,617.8
128,4.271,2,1198.1,802.4,1054.4,531.9,1341.9,1072.9
129,4.304,1,1484.4,440.0,1356.8,262.1,1612.1,618.0
129,4.304,2,1203.8,802.6,1061.0,532.5,1346.6,1072.7
130,4.338,1,1483.7,439.8,1355.7,261.5,1611.6,618.0
130,4.338,2,1210.2,803.4,1068.3,534.8,1352.0,1072.0
131,4.371,1,1485.7,440.0,1358.1,261.9,1613.2,618.2
131,4.371,2,1217.3,804.7,1076.2,537.1,1358.3,1072.3
132,4.404,1,1486.4,440.7,1359.1,263.2,1613.6,618.3
132,4.404,2,1225.5,805.8,1085.7,540.4,1365.4,1071.2
133,4.438,1,1486.8,441.1,1359.5,263.7,1614.0,618.4
133,4.438,2,1228.3,806.1,1089.0,541.6,1367.7,1070.6
134,4.471,1,1490.5,442.9,1364.5,266.2,1616.5,619.6
134,4.471,2,1234.0,807.5,1094.9,543.5,1373.2,1071.5
135,4.505,1,1503.7,442.0,1379.6,264.8,1627.8,619.3
135,4.505,2,1241.6,808.7,1102.9,545.6,1380.4,1071.8
136,4.538,1,1508.9,441.6,1386.7,264.2,1631.0,619.0
136,4.538,2,1248.0,809.5,1109.7,547.7,1386.3,1071.3
137,4.571,1,1513.6,441.1,1393.2,262.8,1634.1,619.4
137,4.571,2,1255.4,811.4,1117.3,551.0,1393.5,1071.8
138,4.605,1,1515.5,441.1,1397.5,262.9,1633.4,619.2
138,4.605,2,1261.3,813.7,1123.6,555.5,1399.0,1072.0
139,4.638,1,1516.1,441.0,1400.3,262.9,1631.8,619.2
139,4.638,2,1263.3,814.5,1125.3,557.1,1401.2,1072.0
140,4.671,1,1516.4,440.4,1402.4,261.7,1630.4,619.1
140,4.671,2,1269.7,816.0,1131.3,559.1,1408.1,1072.9
141,4.705,1,1516.7,440.3,1404.8,261.4,1628.7,619.1
141,4.705,2,1277.0,816.5,1138.7,562.0,1415.2,1071.0
142,4.738,1,1516.7,440.2,1406.7,261.4,1626.7,618.9
142,4.738,2,1279.7,817.6,1140.9,563.9,1418.5,1071.4
143,4.771,1,1517.2,439.2,1408.4,259.6,1625.9,618.8
143,4.771,2,1283.2,818.4,1143.7,564.5,1422.7,1072.3
144,4.805,1,1517.8,439.0,1410.6,259.4,1625.0,618.6
144,4.805,2,1286.4,818.2,1147.0,565.6,1425.8,1070.7
145,4.838,1,1517.8,439.3,1412.1,259.7,1623.5,618.8
145,4.838,2,1290.0,817.2,1150.3,566.0,1429.7,1068.3
146,4.872,1,1518.0,439.0,1413.8,259.5,1622.3,618.5
146,4.872,2,1292.8,817.9,1152.2,566.3,1433.3,1069.4
147,4.905,1,1517.8,438.8,1415.0,259.4,1620.5,618.2
147,4.905,2,1298.1,819.3,1157.0,567.4,1439.3,1071.2
148,4.938,1,1518.0,438.4,1416.6,258.9,1619.5,618.0
148,4.938,2,1299.3,821.0,1157.0,568.8,1441.6,1073.2
149,4.972,1,1519.8,437.9,1419.2,257.7,1620.5,618.0
149,4.972,2,1299.4,821.9,1156.2,570.0,1442.6,1073.8
150,5.005,1,1520.9,437.4,1421.1,257.0,1620.7,617.8
150,5.005,2,1302.5,822.7,1158.8,571.1,1446.1,1074.3
151,5.038,1,1521.1,437.4,1422.2,257.1,1620.0,617.8
151,5.038,2,1303.1,823.0,1158.8,571.5,1447.4,1074.6
152,5.072,1,1521.4,436.9,1423.2,256.5,1619.6,617.3
152,5.072,2,1300.8,823.9,1156.3,573.6,1445.3,1074.3
153,5.105,1,1521.5,436.6,1423.7,255.7,1619.4,617.4
153,5.105,2,1299.7,825.4,1155.2,576.5,1444.2,1074.3
154,5.138,1,1522.4,436.1,1424.7,254.8,1620.2,617.5
154,5.138,2,1294.8,827.3,1150.5,581.4,1439.1,1073.3
155,5.172,1,1522.1,436.4,1424.7,255.3,1619.5,617.4
155,5.172,2,1294.8,829.2,1150.0,585.1,1439.6,1073.3
156,5.205,1,1522.5,436.0,1425.0,254.5,1620.0,617.5
156,5.205,2,1294.7,831.0,1149.3,588.5,1440.1,1073.5
157,5.239,1,1522.6,435.8,1425.1,254.2,1620.2,617.5
157,5.239,2,1294.5,831.7,1147.9,589.7,1441.1,1073.6
158,5.272,1,1522.1,435.7,1424.5,253.9,1619.8,617.5
158,5.272,2,1300.1,832.4,1154.0,592.1,1446.1,1072.7
159,5.305,1,1521.6,435.9,1423.9,254.3,1619.2,617.6
159,5.305,2,1291.2,835.2,1143.3,596.6,1439.0,1073.8
160,5.339,1,1521.1,436.6,1423.5,255.1,1618.7,618.1
160,5.339,2,1288.2,837.2,1138.6,600.2,1437.7,1074.2
161,5.372,1,1521.4,436.1,1423.5,254.2,1619.2,618.1
161,5.372,2,1292.9,838.7,1142.5,602.9,1443.2,1074.4
162,5.405,1,1520.9,436.1,1423.1,254.1,1618.7,618.2
162,5.405,2,1285.6,840.0,1134.0,605.8,1437.2,1074.1
163,5.439,1,1520.8,436.1,1423.0,254.1,1618.5,618.2
163,5.439,2,1282.9,840.4,1129.7,606.8,1436.1,1074.0
164,5.472,1,1521.1,436.1,1423.4,254.0,1618.8,618.3
164,5.472,2,1279.0,841.1,1124.4,608.6,1433.6,1073.5
165,5.506,1,1521.0,436.8,1423.8,255.3,1618.2,618.2
165,5.506,2,1287.4,841.4,1132.0,609.2,1442.8,1073.6
166,5.539,1,1519.8,436.4,1422.4,254.4,1617.2,618.3
166,5.539,2,1295.1,842.8,1139.6,611.2,1450.5,1074.4
167,5.572,1,1518.9,436.0,1421.1,253.8,1616.6,618.2
167,5.572,2,1294.5,843.7,1138.5,612.6,1450.5,1074.7
168,5.606,1,1519.1,435.7,1421.1,253.2,1617.2,618.2
168,5.606,2,1292.7,845.1,1136.0,614.9,1449.3,1075.3
169,5.639,1,1519.2,435.5,1420.9,252.9,1617.5,618.2
169,5.639,2,1291.9,845.6,1134.4,615.7,1449.5,1075.6
170,5.672,1,1516.1,435.4,1417.2,252.8,1614.9,618.0
170,5.672,2,1290.5,846.9,1132.8,618.0,1448.2,1075.8
171,5.706,1,1513.5,435.2,1413.8,252.6,1613.1,617.9
171,5.706,2,1292.8,848.1,1135.4,620.1,1450.1,1076.1
172,5.739,1,1510.3,435.3,1409.8,252.8,1610.8,617.9
172,5.739,2,1296.6,849.2,1139.9,622.1,1453.2,1076.3
173,5.772,1,1508.7,437.3,1407.6,254.8,1609.7,619.7
173,5.772,2,1293.8,850.5,1137.4,624.4,1450.2,1076.5
174,5.806,1,1510.8,436.4,1409.1,253.9,1612.5,618.8
174,5.806,2,1290.6,851.1,1134.0,625.6,1447.2,1076.5
175,5.839,1,1511.4,436.2,1409.2,253.9,1613.6,618.5
175,5.839,2,1289.3,851.2,1132.4,626.0,1446.3,1076.5
176,5.873,1,1511.8,435.8,1409.0,253.3,1614.7,618.3
176,5.873,2,1285.8,851.6,1128.3,626.8,1443.3,1076.3
177,5.906,1,1509.9,435.6,1406.1,252.9,1613.7,618.3
177,5.906,2,1284.1,852.0,1126.3,628.0,1441.8,1076.1
178,5.939,1,1508.4,435.6,1403.4,252.7,1613.5,618.6
178,5.939,2,1281.2,852.6,1122.9,629.0,1439.6,1076.2
179,5.973,1,1509.3,435.9,1403.7,253.4,1614.9,618.4
179,5.973,2,1283.8,852.8,1125.5,629.2,1442.2,1076.3
180,6.006,1,1510.2,436.4,1403.7,253.6,1616.7,619.1
180,6.006,2,1280.4,852.7,1121.9,629.4,1439.0,1076.1
181,6.039,1,1510.6,436.5,1403.3,253.7,1617.9,619.3
181,6.039,2,1279.2,852.7,1120.3,629.5,1438.0,1076.0
182,6.073,1,1510.7,437.1,1403.1,254.9,1618.3,619.3
182,6.073,2,1281.0,852.9,1122.5,629.8,1439.4,1076.0
183,6.106,1,1508.2,437.2,1399.8,255.2,1616.7,619.1
183,6.106,2,1283.1,853.2,1125.5,630.3,1440.7,1076.0
184,6.139,1,1507.7,436.9,1398.4,254.8,1616.9,618.9
184,6.139,2,1286.4,853.6,1130.0,631.2,1442.7,1076.1
185,6.173,1,1508.0,436.9,1398.1,254.8,1618.0,619.0
185,6.173,2,1283.8,854.0,1128.0,631.7,1439.5,1076.3
186,6.206,1,1508.7,437.6,1398.5,256.0,1618.8,619.2
186,6.206,2,1273.2,854.6,1117.0,632.8,1429.4,1076.3
187,6.24,1,1508.3,438.1,1397.9,257.0,1618.7,619.3
187,6.24,2,1268.9,854.8,1112.0,633.2,1425.8,1076.3
188,6.273,1,1508.9,438.7,1398.6,258.2,1619.3,619.3
188,6.273,2,1267.5,854.9,1110.4,634.0,1424.7,1075.8
189,6.306,1,1511.2,439.3,1401.4,259.4,1621.1,619.2
189,6.306,2,1266.6,855.2,1109.3,634.8,1423.9,1075.6
190,6.34,1,1512.7,439.8,1403.4,260.6,1621.9,619.1
190,6.34,2,1262.7,855.5,1104.9,635.5,1420.5,1075.5
191,6.373,1,1516.9,438.5,1408.1,258.6,1625.7,618.5
191,6.373,2,1259.0,855.9,1100.8,636.8,1417.2,1075.0
192,6.406,1,1518.5,438.1,1410.3,257.9,1626.6,618.2
192,6.406,2,1268.9,855.8,1111.5,636.6,1426.4,1075.0
193,6.44,1,1519.0,437.9,1411.5,257.7,1626.6,618.1
193,6.44,2,1272.7,855.7,1116.0,636.5,1429.4,1075.0
194,6.473,1,1519.5,438.7,1412.9,258.8,1626.2,618.7
194,6.473,2,1263.0,857.3,1107.2,639.8,1418.9,1074.7
195,6.506,1,1520.5,436.9,1413.8,255.9,1627.1,617.8
195,6.506,2,1270.0,856.9,1115.4,639.0,1424.6,1074.8
196,6.54,1,1521.6,437.3,1415.3,255.8,1627.9,618.8
196,6.54,2,1275.5,858.1,1123.8,641.9,1427.1,1074.3
197,6.573,1,1522.4,436.2,1416.7,254.6,1628.1,617.8
197,6.573,2,1274.9,859.5,1125.7,645.0,1424.1,1074.0
198,6.607,1,1523.4,435.7,1418.4,254.0,1628.4,617.3
198,6.607,2,1275.1,860.8,1127.9,647.4,1422.3,1074.3
199,6.64,1,1523.7,435.3,1419.2,253.5,1628.1,617.1
199,6.64,2,1275.2,861.3,1129.5,648.3,1421.0,1074.4
