frame,timestamp_sec,track_id,x_center,y_center,x1,y1,x2,y2
200,6.673,1,1524.4,436.3,1420.2,254.0,1628.6,618.7
200,6.673,2,1272.4,862.5,1128.2,650.6,1416.6,1074.4
201,6.707,1,1524.3,436.6,1420.7,254.3,1627.9,618.8
201,6.707,2,1271.1,864.6,1128.9,654.8,1413.2,1074.3
202,6.74,1,1524.0,436.7,1421.0,254.5,1627.0,618.9
202,6.74,2,1270.2,866.4,1129.8,658.4,1410.6,1074.4
203,6.773,1,1523.3,437.4,1421.1,255.7,1625.4,619.0
203,6.773,2,1270.3,867.3,1131.7,661.1,1409.0,1073.5
204,6.807,1,1522.9,437.8,1421.3,256.2,1624.6,619.3
204,6.807,2,1272.2,869.0,1135.5,664.5,1408.9,1073.4
205,6.84,1,1522.8,437.9,1421.6,256.4,1624.0,619.4
205,6.84,2,1272.9,869.6,1137.4,665.7,1408.5,1073.4
206,6.874,1,1522.8,437.9,1422.1,256.5,1623.6,619.4
206,6.874,2,1270.8,870.8,1135.9,667.5,1405.7,1074.0
207,6.907,1,1523.5,437.6,1422.7,255.6,1624.2,619.5
207,6.907,2,1267.6,872.9,1132.7,669.3,1402.6,1076.4
208,6.94,1,1523.7,438.0,1423.3,256.2,1624.0,619.7
208,6.94,2,1264.5,874.2,1129.7,671.0,1399.2,1077.5
209,6.974,1,1523.4,438.2,1423.5,256.7,1623.4,619.8
209,6.974,2,1261.8,875.7,1127.8,673.6,1395.8,1077.9
210,7.007,1,1523.0,438.6,1423.4,257.2,1622.5,619.9
210,7.007,2,1259.4,878.1,1126.8,678.4,1392.0,1077.9
211,7.04,1,1522.8,438.7,1423.6,257.4,1622.0,620.0
211,7.04,2,1258.4,877.4,1126.7,679.2,1390.2,1075.6
212,7.074,1,1522.6,438.6,1423.6,257.4,1621.5,619.9
212,7.074,2,1256.0,877.7,1124.7,680.8,1387.3,1074.6
213,7.107,1,1522.6,438.6,1424.0,257.3,1621.2,619.8
213,7.107,2,1254.3,878.6,1123.7,683.2,1385.0,1073.9
214,7.14,1,1522.8,438.5,1424.5,257.2,1621.1,619.8
214,7.14,2,1252.7,880.4,1122.5,686.4,1382.9,1074.4
215,7.174,1,1522.6,438.7,1424.9,258.0,1620.4,619.4
215,7.174,2,1249.2,881.5,1118.9,688.9,1379.4,1074.2
216,7.207,1,1522.3,439.1,1425.1,258.8,1619.6,619.4
216,7.207,2,1246.6,883.2,1115.9,691.5,1377.3,1075.0
217,7.241,1,1522.2,439.2,1425.3,259.1,1619.1,619.4
217,7.241,2,1245.7,883.8,1114.2,692.4,1377.2,1075.3
218,7.274,1,1521.9,439.4,1425.3,259.4,1618.5,619.3
218,7.274,2,1244.8,885.7,1113.1,695.4,1376.5,1075.9
219,7.307,1,1521.5,439.5,1425.3,259.6,1617.8,619.3
219,7.307,2,1244.0,887.8,1111.9,698.3,1376.1,1077.4
220,7.341,1,1522.1,439.8,1426.0,260.1,1618.2,619.6
220,7.341,2,1243.0,889.5,1110.6,701.0,1375.3,1078.1
221,7.374,1,1522.3,440.0,1426.3,260.1,1618.3,619.8
221,7.374,2,1239.2,891.5,1106.3,704.1,1372.1,1078.9
222,7.407,1,1523.0,440.1,1427.0,260.2,1619.0,619.9
222,7.407,2,1235.6,892.0,1101.8,705.7,1369.4,1078.2
223,7.441,1,1523.2,440.1,1427.2,260.2,1619.2,620.0
223,7.441,2,1234.3,892.0,1099.4,706.2,1369.3,1077.8
224,7.474,1,1522.6,439.7,1426.5,259.4,1618.7,620.0
224,7.474,2,1233.9,892.4,1097.8,707.1,1369.9,1077.7
225,7.508,1,1522.0,440.1,1426.3,260.3,1617.7,619.9
225,7.508,2,1236.6,891.9,1099.7,706.6,1373.4,1077.2
226,7.541,1,1522.6,438.4,1426.9,258.5,1618.2,618.2
226,7.541,2,1237.3,892.1,1100.1,707.3,1374.5,1077.0
227,7.574,1,1521.8,439.7,1426.3,259.9,1617.3,619.5
227,7.574,2,1237.2,893.2,1099.9,709.1,1374.5,1077.2
228,7.608,1,1522.1,439.8,1426.4,259.5,1617.9,620.2
228,7.608,2,1235.8,893.3,1097.9,709.5,1373.6,1077.2
229,7.641,1,1522.1,439.9,1426.3,259.2,1617.9,620.6
229,7.641,2,1235.0,893.3,1096.6,709.5,1373.4,1077.2
230,7.674,1,1522.2,438.1,1426.6,257.7,1617.9,618.4
230,7.674,2,1234.6,893.4,1095.7,709.5,1373.5,1077.3
231,7.708,1,1523.2,439.2,1427.3,258.5,1619.0,619.9
231,7.708,2,1232.6,893.7,1093.8,710.5,1371.3,1076.9
232,7.741,1,1522.9,438.0,1427.1,257.5,1618.7,618.4
232,7.741,2,1228.2,893.2,1089.3,710.1,1367.2,1076.3
233,7.774,1,1522.9,438.8,1426.8,257.6,1619.1,620.1
233,7.774,2,1225.2,892.5,1086.1,709.4,1364.4,1075.6
234,7.808,1,1522.0,437.6,1426.1,256.6,1618.0,618.6
234,7.808,2,1222.2,892.5,1082.9,709.6,1361.4,1075.5
235,7.841,1,1521.7,437.1,1425.9,256.2,1617.5,618.0
235,7.841,2,1221.1,892.5,1081.7,709.6,1360.4,1075.5
236,7.875,1,1522.2,436.6,1426.2,255.2,1618.3,618.0
236,7.875,2,1219.3,892.5,1079.9,709.8,1358.7,1075.2
237,7.908,1,1523.1,438.2,1426.8,256.4,1619.3,619.9
237,7.908,2,1215.3,891.2,1074.7,707.4,1355.9,1075.0
238,7.941,1,1523.2,438.7,1426.9,256.7,1619.6,620.8
238,7.941,2,1212.4,891.0,1071.2,706.7,1353.6,1075.4
239,7.975,1,1524.0,439.0,1427.6,257.1,1620.4,620.9
239,7.975,2,1208.3,888.8,1065.3,702.4,1351.3,1075.2
240,8.008,1,1523.8,439.3,1427.3,257.4,1620.3,621.2
240,8.008,2,1204.0,887.9,1059.8,700.3,1348.2,1075.4
241,8.041,1,1523.6,439.5,1427.1,257.7,1620.1,621.3
241,8.041,2,1202.4,887.6,1057.7,699.7,1347.2,1075.5
242,8.075,1,1523.1,438.7,1426.3,256.8,1619.8,620.6
242,8.075,2,1200.1,886.8,1054.6,698.2,1345.7,1075.5
243,8.108,1,1523.2,438.6,1426.6,257.3,1619.8,619.9
243,8.108,2,1198.4,885.7,1052.6,696.5,1344.2,1074.8
244,8.141,1,1522.6,438.8,1426.1,257.7,1619.1,619.8
244,8.141,2,1198.7,885.1,1053.2,695.8,1344.2,1074.3
245,8.175,1,1522.4,439.9,1426.5,260.2,1618.3,619.6
245,8.175,2,1195.2,883.3,1048.7,692.2,1341.8,1074.4
246,8.208,1,1521.8,440.3,1426.2,261.3,1617.4,619.3
246,8.208,2,1193.3,881.9,1046.8,690.1,1339.8,1073.8
247,8.242,1,1521.6,440.4,1426.1,261.7,1617.0,619.2
247,8.242,2,1192.6,881.4,1046.5,689.3,1338.7,1073.5
248,8.275,1,1522.2,440.7,1426.8,262.1,1617.6,619.2
248,8.275,2,1189.3,880.6,1042.4,687.0,1336.1,1074.2
249,8.308,1,1522.4,440.2,1426.7,261.3,1618.1,619.2
249,8.308,2,1187.1,881.1,1040.0,686.3,1334.3,1075.9
250,8.342,1,1521.4,440.5,1425.9,261.9,1616.9,619.2
250,8.342,2,1185.6,880.6,1039.4,686.3,1331.9,1074.8
251,8.375,1,1521.7,440.6,1426.1,262.0,1617.2,619.2
251,8.375,2,1182.7,880.2,1037.0,686.1,1328.5,1074.2
252,8.408,1,1522.4,439.7,1426.3,260.2,1618.5,619.1
252,8.408,2,1180.6,879.1,1035.5,685.4,1325.6,1072.8
253,8.442,1,1522.8,439.2,1426.4,259.4,1619.2,619.1
253,8.442,2,1180.1,878.9,1035.7,685.4,1324.5,1072.4
254,8.475,1,1522.9,439.9,1426.7,260.7,1619.1,619.0
254,8.475,2,1177.1,878.8,1032.9,685.1,1321.3,1072.4
255,8.508,1,1523.5,440.3,1427.3,261.5,1619.7,619.0
255,8.508,2,1172.2,878.5,1027.4,684.3,1316.9,1072.8
256,8.542,1,1523.2,440.6,1427.1,262.2,1619.4,618.9
256,8.542,2,1167.8,878.5,1021.4,682.2,1314.2,1074.9
257,8.575,1,1522.6,439.9,1426.1,261.1,1619.0,618.7
257,8.575,2,1164.0,878.9,1017.0,682.0,1311.0,1075.8
258,8.609,1,1521.6,440.2,1425.3,261.7,1617.9,618.6
258,8.609,2,1162.0,879.6,1014.9,682.8,1309.2,1076.4
259,8.642,1,1521.1,440.3,1424.8,262.0,1617.4,618.6
259,8.642,2,1161.8,879.5,1015.5,683.9,1308.2,1075.0
260,8.675,1,1521.4,438.7,1424.4,259.3,1618.4,618.1
260,8.675,2,1160.3,879.4,1013.9,684.0,1306.6,1074.8
261,8.709,1,1521.4,437.6,1423.8,257.6,1619.0,617.6
261,8.709,2,1157.8,879.6,1011.6,684.8,1303.9,1074.4
262,8.742,1,1520.9,438.1,1423.4,258.6,1618.3,617.5
262,8.742,2,1152.4,880.8,1005.7,686.1,1299.1,1075.4
263,8.775,1,1520.6,438.1,1423.1,258.7,1618.1,617.6
263,8.775,2,1148.3,881.9,1001.8,688.0,1294.9,1075.8
264,8.809,1,1519.4,439.1,1422.5,260.4,1616.3,617.8
264,8.809,2,1143.4,884.2,997.2,691.7,1289.5,1076.7
265,8.842,1,1519.0,439.6,1422.5,261.2,1615.5,617.9
265,8.842,2,1141.6,885.1,995.3,693.1,1287.9,1077.1
266,8.876,1,1515.5,439.7,1418.2,261.1,1612.7,618.3
266,8.876,2,1140.1,886.1,994.5,695.6,1285.6,1076.6
267,8.909,1,1511.9,440.2,1414.2,261.6,1609.6,618.7
267,8.909,2,1137.8,886.4,991.5,695.3,1284.1,1077.5
268,8.942,1,1513.7,439.9,1415.9,260.9,1611.6,618.8
268,8.942,2,1138.0,887.2,992.3,696.9,1283.7,1077.6
269,8.976,1,1509.5,440.5,1411.3,262.2,1607.7,618.7
269,8.976,2,1134.2,887.5,988.2,697.3,1280.1,1077.8
270,9.009,1,1506.2,440.5,1407.2,262.2,1605.2,618.7
270,9.009,2,1131.2,889.6,986.0,700.9,1276.3,1078.3
271,9.042,1,1505.0,440.5,1405.3,262.2,1604.6,618.7
271,9.042,2,1130.1,890.3,985.1,702.2,1275.2,1078.5
272,9.076,1,1502.1,440.4,1402.1,263.0,1602.2,617.9
272,9.076,2,1126.8,889.9,981.7,702.4,1271.8,1077.5
273,9.109,1,1503.3,440.2,1402.4,262.0,1604.1,618.4
273,9.109,2,1126.6,890.3,981.9,703.4,1271.4,1077.2
274,9.142,1,1503.8,440.6,1402.6,262.4,1605.0,618.8
274,9.142,2,1120.7,891.2,975.8,705.1,1265.7,1077.2
275,9.176,1,1505.3,440.7,1403.8,262.4,1606.9,619.0
275,9.176,2,1119.0,891.3,974.4,706.6,1263.6,1076.0
276,9.209,1,1506.2,441.4,1404.6,263.6,1607.9,619.3
276,9.209,2,1113.9,892.1,969.5,709.2,1258.3,1074.9
277,9.243,1,1506.6,441.8,1404.9,264.3,1608.3,619.4
277,9.243,2,1112.1,892.3,967.1,710.1,1257.0,1074.5
278,9.276,1,1507.6,441.6,1406.0,263.8,1609.3,619.3
278,9.276,2,1109.8,893.4,963.9,711.1,1255.7,1075.7
279,9.309,1,1507.8,441.7,1406.4,264.1,1609.1,619.3
279,9.309,2,1107.4,893.1,960.9,711.1,1253.9,1075.1
280,9.343,1,1509.1,440.8,1408.3,263.6,1610.0,618.0
280,9.343,2,1107.3,892.8,960.6,711.1,1254.0,1074.6
281,9.376,1,1508.9,441.1,1407.9,263.3,1609.8,618.8
281,9.376,2,1104.9,893.3,957.7,711.7,1252.1,1074.8
282,9.409,1,1509.9,439.8,1409.0,261.6,1610.8,618.0
282,9.409,2,1101.2,893.8,952.8,711.7,1249.5,1075.9
283,9.443,1,1510.3,439.3,1409.5,261.0,1611.1,617.6
283,9.443,2,1099.8,894.0,950.7,711.6,1249.0,1076.4
284,9.476,1,1508.5,440.8,1408.1,262.8,1608.9,618.8
284,9.476,2,1097.8,894.6,948.7,712.8,1246.9,1076.3
285,9.51,1,1508.6,441.2,1408.3,263.4,1608.8,619.1
285,9.51,2,1097.0,895.0,947.8,713.6,1246.2,1076.3
286,9.543,1,1510.6,439.7,1410.0,261.3,1611.1,618.2
286,9.543,2,1095.2,894.9,945.7,713.7,1244.6,1076.1
287,9.576,1,1510.0,440.6,1409.5,262.3,1610.5,619.0
287,9.576,2,1092.4,895.3,942.8,714.4,1242.0,1076.3
288,9.61,1,1510.5,440.8,1410.0,262.5,1611.1,619.1
288,9.61,2,1089.3,895.8,939.6,715.3,1239.0,1076.2
289,9.643,1,1511.1,440.3,1410.2,261.6,1612.1,619.1
289,9.643,2,1088.2,895.9,938.2,715.6,1238.2,1076.2
290,9.676,1,1513.0,440.2,1411.5,260.9,1614.5,619.4
290,9.676,2,1085.8,896.1,935.5,716.1,1236.1,1076.1
291,9.71,1,1513.7,440.2,1411.9,260.8,1615.6,619.5
291,9.71,2,1083.7,896.2,933.0,716.5,1234.4,1075.9
292,9.743,1,1514.1,440.0,1411.9,260.4,1616.4,619.6
292,9.743,2,1082.0,895.1,931.3,716.2,1232.7,1074.1
293,9.776,1,1514.0,440.2,1411.6,260.9,1616.3,619.6
293,9.776,2,1080.4,896.0,928.6,716.0,1232.3,1076.1
294,9.81,1,1514.3,440.9,1412.0,262.1,1616.7,619.6
294,9.81,2,1079.1,896.3,927.3,716.8,1231.0,1075.8
295,9.843,1,1514.5,441.0,1411.7,262.2,1617.2,619.8
295,9.843,2,1078.8,896.4,926.7,717.1,1230.8,1075.8
296,9.877,1,1514.5,441.1,1411.4,262.5,1617.5,619.7
296,9.877,2,1077.1,896.9,925.0,717.9,1229.3,1075.9
297,9.91,1,1514.7,440.9,1411.2,262.2,1618.2,619.6
297,9.91,2,1075.5,897.7,923.1,719.0,1227.9,1076.4
298,9.943,1,1515.2,440.3,1410.9,260.7,1619.6,619.9
298,9.943,2,1073.1,897.7,920.1,719.0,1226.1,1076.4
299,9.977,1,1515.5,438.9,1410.6,258.5,1620.4,619.4
299,9.977,2,1071.3,898.2,917.9,719.7,1224.7,1076.8
300,10.01,1,1514.7,439.9,1409.7,259.6,1619.8,620.2
300,10.01,2,1069.3,898.4,915.6,719.8,1223.0,1077.0
301,10.043,1,1514.4,440.3,1409.2,260.0,1619.6,620.5
301,10.043,2,1068.6,898.5,914.6,719.8,1222.5,1077.1
302,10.077,1,1514.4,438.5,1408.2,256.8,1620.6,620.2
302,10.077,2,1067.2,898.7,913.0,720.1,1221.4,1077.2
303,10.11,1,1513.9,438.5,1407.5,256.4,1620.4,620.6
303,10.11,2,1065.5,898.6,911.2,720.2,1219.7,1076.9
304,10.143,1,1512.8,438.9,1406.6,257.0,1619.0,620.8
304,10.143,2,1062.4,899.0,908.2,721.2,1216.5,1076.8
305,10.177,1,1512.8,438.7,1406.5,256.6,1619.1,620.9
305,10.177,2,1059.6,899.1,905.2,721.3,1214.0,1076.9
306,10.21,1,1512.6,438.9,1406.4,257.0,1618.7,620.8
306,10.21,2,1057.9,899.3,903.2,721.3,1212.6,1077.2
307,10.244,1,1512.5,438.4,1406.2,256.0,1618.9,620.8
307,10.244,2,1057.1,899.5,902.2,721.5,1212.0,1077.5
308,10.277,1,1512.8,438.1,1406.3,255.4,1619.3,620.8
308,10.277,2,1055.8,899.6,901.0,722.1,1210.7,1077.1
309,10.31,1,1512.9,438.0,1406.4,255.3,1619.5,620.8
309,10.31,2,1053.0,900.5,898.2,723.5,1207.7,1077.5
310,10.344,1,1513.4,436.7,1407.1,254.1,1619.7,619.3
310,10.344,2,1050.8,901.0,895.8,724.0,1205.8,1078.0
311,10.377,1,1513.4,436.6,1407.5,254.3,1619.4,618.8
311,10.377,2,1049.4,901.3,894.0,724.4,1204.8,1078.2
312,10.41,1,1513.5,436.8,1407.8,254.8,1619.2,618.8
312,10.41,2,1048.9,901.5,893.1,724.4,1204.8,1078.5
313,10.444,1,1513.5,436.9,1408.0,255.0,1619.1,618.8
313,10.444,2,1048.7,901.5,892.5,724.4,1204.9,1078.6
314,10.477,1,1513.6,436.9,1408.2,255.0,1619.1,618.9
314,10.477,2,1047.8,901.6,891.4,724.6,1204.2,1078.6
315,10.511,1,1513.8,436.8,1408.3,254.5,1619.4,619.2
315,10.511,2,1046.4,902.1,889.9,725.4,1202.9,1078.8
316,10.544,1,1513.9,436.8,1408.4,254.4,1619.4,619.2
316,10.544,2,1044.4,902.6,888.4,726.6,1200.5,1078.7
317,10.577,1,1514.0,437.1,1408.8,255.2,1619.2,619.1
317,10.577,2,1044.9,902.9,889.4,727.5,1200.3,1078.2
318,10.611,1,1513.9,437.2,1408.9,255.4,1619.0,619.1
318,10.611,2,1044.4,902.8,889.1,727.5,1199.8,1078.1
319,10.644,1,1514.3,436.3,1409.0,253.9,1619.7,618.8
319,10.644,2,1041.9,903.1,886.7,728.1,1197.0,1078.2
320,10.677,1,1514.4,435.9,1409.0,253.2,1619.8,618.6
320,10.677,2,1039.0,903.0,883.3,727.6,1194.8,1078.4
321,10.711,1,1514.6,435.8,1409.2,253.0,1620.1,618.7
321,10.711,2,1037.2,903.8,881.7,729.2,1192.7,1078.4
322,10.744,1,1514.7,435.8,1409.3,253.0,1620.2,618.6
322,10.744,2,1035.8,904.4,880.3,730.4,1191.2,1078.5
323,10.777,1,1515.0,435.9,1409.6,253.1,1620.4,618.7
323,10.777,2,1035.4,904.6,879.8,730.8,1191.1,1078.4
324,10.811,1,1515.3,435.9,1409.9,253.0,1620.7,618.7
324,10.811,2,1035.2,904.7,879.2,730.9,1191.2,1078.4
325,10.844,1,1515.4,435.9,1410.0,253.0,1620.8,618.8
325,10.844,2,1035.2,904.7,878.9,730.9,1191.4,1078.4
326,10.878,1,1515.5,436.0,1410.1,253.1,1620.9,618.8
326,10.878,2,1033.4,904.7,876.7,730.7,1190.2,1078.7
327,10.911,1,1515.9,435.9,1410.5,253.0,1621.4,618.8
327,10.911,2,1033.5,904.7,876.9,730.9,1190.2,1078.5
328,10.944,1,1515.7,436.0,1410.3,253.2,1621.1,618.9
328,10.944,2,1032.2,904.8,875.6,731.0,1188.9,1078.5
329,10.978,1,1515.7,436.0,1410.3,253.1,1621.0,618.9
329,10.978,2,1031.7,904.7,875.2,731.1,1188.2,1078.4
330,11.011,1,1515.4,435.9,1410.0,253.0,1620.8,618.8
330,11.011,2,1031.5,904.9,875.1,731.1,1187.9,1078.8
331,11.044,1,1515.3,435.9,1409.9,253.0,1620.6,618.8
331,11.044,2,1031.4,905.0,875.2,731.1,1187.6,1078.9
332,11.078,1,1515.4,435.9,1410.0,252.9,1620.7,618.9
332,11.078,2,1030.8,905.4,874.7,731.5,1186.8,1079.2
333,11.111,1,1515.5,435.7,1410.2,252.7,1620.9,618.8
333,11.111,2,1029.4,905.8,873.4,732.1,1185.4,1079.5
334,11.144,1,1515.7,435.7,1410.3,252.5,1621.1,618.9
334,11.144,2,1029.4,906.2,873.7,732.6,1185.1,1079.7
335,11.178,1,1515.8,435.7,1410.5,252.6,1621.1,618.9
335,11.178,2,1029.7,906.5,874.3,733.2,1185.1,1079.8
336,11.211,1,1516.0,435.7,1410.5,252.2,1621.5,619.1
336,11.211,2,1030.1,906.5,874.9,733.2,1185.3,1079.7
337,11.245,1,1516.0,435.6,1410.5,252.1,1621.6,619.2
337,11.245,2,1030.3,906.4,875.2,733.2,1185.3,1079.7
338,11.278,1,1516.2,435.5,1410.7,251.9,1621.8,619.2
338,11.278,2,1030.7,906.4,876.0,733.4,1185.4,1079.5
339,11.311,1,1516.4,435.4,1410.8,251.7,1622.1,619.2
339,11.311,2,1030.4,906.4,875.8,733.4,1185.0,1079.4
340,11.345,1,1516.0,436.2,1410.1,252.2,1621.8,620.2
340,11.345,2,1030.2,906.4,875.8,733.4,1184.6,1079.3
341,11.378,1,1515.6,436.5,1409.8,252.7,1621.4,620.2
341,11.378,2,1030.1,906.5,875.8,733.6,1184.4,1079.4
342,11.411,1,1515.1,437.0,1409.5,253.7,1620.7,620.4
342,11.411,2,1029.7,906.8,875.7,734.2,1183.6,1079.3
343,11.445,1,1514.9,437.3,1409.4,254.0,1620.5,620.5
343,11.445,2,1029.5,906.9,875.7,734.4,1183.3,1079.3
344,11.478,1,1515.1,436.7,1409.7,253.6,1620.5,619.7
344,11.478,2,1028.9,906.8,875.1,734.4,1182.6,1079.2
345,11.511,1,1515.3,436.3,1409.8,253.2,1620.7,619.3
345,11.511,2,1028.7,907.0,875.0,734.8,1182.5,1079.2
346,11.545,1,1515.4,436.3,1409.9,253.2,1620.9,619.3
346,11.545,2,1028.7,907.3,874.9,735.1,1182.4,1079.4
347,11.578,1,1515.5,436.0,1409.9,252.8,1621.1,619.3
347,11.578,2,1028.7,907.5,875.5,736.3,1181.8,1078.6
348,11.612,1,1515.9,436.0,1410.4,253.1,1621.3,618.9
348,11.612,2,1028.7,907.7,875.0,736.1,1182.3,1079.3
349,11.645,1,1516.0,436.0,1410.6,253.2,1621.4,618.8
349,11.645,2,1028.7,907.8,874.7,736.0,1182.6,1079.6
350,11.678,1,1516.0,435.9,1410.4,253.0,1621.5,618.8
350,11.678,2,1029.2,907.9,875.9,737.0,1182.4,1078.9
351,11.712,1,1515.8,435.8,1410.3,252.9,1621.3,618.8
351,11.712,2,1029.1,907.9,876.2,737.6,1182.1,1078.2
352,11.745,1,1515.7,435.8,1410.3,253.0,1621.1,618.6
352,11.745,2,1028.8,907.8,875.8,737.4,1181.8,1078.1
353,11.778,1,1516.2,435.6,1410.6,252.6,1621.8,618.7
353,11.778,2,1028.3,907.8,874.9,737.2,1181.6,1078.5
354,11.812,1,1516.3,435.5,1410.5,252.2,1622.0,618.8
354,11.812,2,1027.6,908.1,874.1,737.5,1181.0,1078.7
355,11.845,1,1516.3,435.4,1410.5,252.0,1622.1,618.8
355,11.845,2,1027.3,908.2,873.8,737.7,1180.8,1078.8
356,11.879,1,1516.5,435.4,1410.7,252.0,1622.4,618.9
356,11.879,2,1026.0,907.8,872.1,737.0,1179.9,1078.5
357,11.912,1,1516.6,435.4,1410.9,252.3,1622.3,618.6
357,11.912,2,1024.8,907.6,870.9,737.0,1178.8,1078.1
358,11.945,1,1516.4,435.5,1410.8,252.5,1621.9,618.5
358,11.945,2,1027.1,908.1,873.6,738.1,1180.6,1078.2
359,11.979,1,1516.0,435.8,1410.7,253.2,1621.2,618.4
359,11.979,2,1027.8,908.4,874.4,738.5,1181.2,1078.4
360,12.012,1,1515.8,435.9,1410.8,253.5,1620.9,618.4
360,12.012,2,1029.9,908.3,876.8,738.6,1183.0,1078.0
361,12.045,1,1515.7,436.0,1410.8,253.7,1620.6,618.3
361,12.045,2,1029.7,908.3,876.7,738.7,1182.7,1077.9
362,12.079,1,1515.5,435.9,1410.7,253.6,1620.2,618.2
362,12.079,2,1021.9,908.4,868.0,738.9,1175.9,1077.9
363,12.112,1,1515.3,435.9,1410.6,253.7,1619.9,618.1
363,12.112,2,1022.0,908.3,867.3,738.5,1176.7,1078.0
364,12.145,1,1515.1,435.9,1410.6,253.8,1619.6,618.1
364,12.145,2,1023.6,908.1,868.5,738.2,1178.6,1078.0
365,12.179,1,1515.0,436.1,1410.7,254.1,1619.3,618.1
365,12.179,2,1016.1,908.3,859.6,738.3,1172.6,1078.3
366,12.212,1,1515.0,436.2,1410.7,254.2,1619.2,618.2
366,12.212,2,1019.7,908.4,862.9,738.5,1176.4,1078.2
367,12.246,1,1515.0,436.2,1410.8,254.2,1619.1,618.2
367,12.246,2,1021.1,908.4,864.0,738.5,1178.1,1078.2
368,12.279,1,1515.1,436.2,1411.1,254.3,1619.1,618.0
368,12.279,2,1016.6,908.4,858.6,738.6,1174.6,1078.2
369,12.312,1,1514.9,436.3,1411.0,254.5,1618.8,618.2
369,12.312,2,1010.9,908.3,851.4,738.6,1170.3,1077.9
370,12.346,1,1514.4,436.9,1410.8,255.6,1617.9,618.2
370,12.346,2,1019.5,908.3,860.3,738.7,1178.7,1077.9
371,12.379,1,1514.3,436.8,1410.8,255.4,1617.9,618.3
371,12.379,2,1025.5,908.3,866.9,738.6,1184.2,1077.9
372,12.412,1,1514.2,437.0,1410.8,255.7,1617.6,618.2
372,12.412,2,1027.2,908.4,869.1,738.9,1185.2,1078.0
373,12.446,1,1514.3,436.7,1410.8,255.2,1617.7,618.2
373,12.446,2,1027.2,908.5,869.4,739.0,1184.9,1078.1
374,12.479,1,1514.4,436.8,1410.9,255.4,1617.8,618.3
374,12.479,2,1021.3,908.6,863.0,739.1,1179.5,1078.1
375,12.513,1,1513.9,437.0,1410.7,255.7,1617.1,618.2
375,12.513,2,1020.9,908.7,862.4,739.3,1179.3,1078.1
376,12.546,1,1514.1,436.8,1410.9,255.5,1617.3,618.1
376,12.546,2,1019.4,908.6,860.7,739.5,1178.1,1077.8
377,12.579,1,1515.0,437.2,1411.7,255.8,1618.3,618.5
377,12.579,2,1016.5,908.6,857.3,739.6,1175.7,1077.6
378,12.613,1,1515.1,437.9,1411.9,256.9,1618.2,618.8
378,12.613,2,1013.6,908.8,853.5,739.9,1173.8,1077.7
379,12.646,1,1515.1,438.1,1412.0,257.3,1618.1,619.0
379,12.646,2,1012.6,908.9,851.6,739.9,1173.6,1077.8
380,12.679,1,1514.7,438.3,1411.8,257.6,1617.7,618.9
380,12.679,2,1012.4,909.0,850.7,740.2,1174.1,1077.9
381,12.713,1,1514.5,438.9,1411.9,258.8,1617.2,619.0
381,12.713,2,1018.2,908.9,856.5,740.0,1179.9,1077.8
382,12.746,1,1513.8,440.3,1412.0,261.6,1615.7,618.9
382,12.746,2,1019.3,908.7,857.4,739.7,1181.2,1077.7
383,12.779,1,1513.5,440.7,1412.0,262.6,1615.1,618.8
383,12.779,2,1013.6,908.6,850.7,739.6,1176.6,1077.7
384,12.813,1,1513.3,441.2,1412.0,263.5,1614.6,618.8
384,12.813,2,1016.1,908.6,852.8,739.4,1179.4,1077.9
385,12.846,1,1513.2,441.3,1412.0,263.9,1614.4,618.8
385,12.846,2,1017.0,908.6,853.5,739.3,1180.5,1078.0
386,12.88,1,1512.4,442.0,1411.6,265.0,1613.2,618.9
386,12.88,2,1015.1,909.0,851.0,739.6,1179.3,1078.5
387,12.913,1,1512.5,441.7,1411.5,264.4,1613.5,618.9
387,12.913,2,1014.1,909.2,849.3,739.7,1179.0,1078.8
388,12.946,1,1513.0,441.2,1411.8,263.4,1614.3,619.0
388,12.946,2,1013.4,909.5,848.1,740.0,1178.7,1079.0
389,12.98,1,1512.7,441.4,1411.4,263.6,1613.9,619.3
389,12.98,2,1014.4,909.4,848.8,740.0,1180.0,1078.9
390,13.013,1,1513.3,440.6,1411.7,262.0,1614.9,619.1
390,13.013,2,1015.5,909.5,849.7,740.2,1181.2,1078.8
391,13.046,1,1513.5,440.3,1411.8,261.5,1615.3,619.0
391,13.046,2,1015.9,909.5,849.9,740.3,1181.9,1078.8
392,13.08,1,1513.2,440.6,1411.7,262.2,1614.7,619.0
392,13.08,2,1019.9,909.4,854.1,740.0,1185.8,1078.8
393,13.113,1,1514.4,439.5,1412.3,260.3,1616.4,618.8
393,13.113,2,1022.9,909.3,857.3,740.0,1188.5,1078.7
394,13.146,1,1513.9,441.0,1411.9,262.0,1615.9,620.1
394,13.146,2,1025.6,909.1,860.1,739.5,1191.1,1078.7
395,13.18,1,1514.2,441.1,1412.0,261.9,1616.5,620.3
395,13.18,2,1027.2,908.8,861.8,738.9,1192.5,1078.6
396,13.213,1,1514.1,441.5,1411.9,262.5,1616.4,620.5
396,13.213,2,1028.4,908.8,863.5,739.0,1193.2,1078.6
397,13.247,1,1514.1,441.7,1411.7,262.8,1616.4,620.6
397,13.247,2,1028.8,908.8,864.3,739.0,1193.2,1078.6
398,13.28,1,1514.9,440.5,1412.5,261.5,1617.4,619.4
